comment	myLabel
想死两天真是太难过了	5
两天的死亡是如此的悲伤。	5
悲伤的两天死去	5
我想死两个非常悲伤的日子	5
想死两天很难过	5
有谁能成为我的树洞吗？我真的想死	5
有人能成为我树上的洞吗？我真的很想死。	5
树上有人能成为我的洞吗，我想死？	5
没有人能成为我的树坑，哦，我想死	5
谁能当我的树洞，我想死	5
我已经濒临死亡，无法再坚持下去了。我想过和别人一样的生活。一位叔叔的女儿正在剑桥大学学习。当我在中学或高中的时候，有一天我突然听说那个女孩死了，自杀了。她在母亲到来的前一天自杀了。她看起来二十出头。我不知道后来的具体细节。她的母亲把她的尸体运回中国了吗？还是没有？我忘了。	5
我濒临死亡，我无法忍受。我会和其他人过同样的生活。她是一个在剑桥大学学习的叔叔的女儿。当我在高中的时候，我突然听到那个女孩死了，有一天我自杀了。他在母亲来的前一天自杀了。他似乎只有大约20岁。我不知道具体的后来。他的母亲把他的尸体送回了中国？不是吗？哦，我忘了。	5
我不能再活在死亡的边缘，我会和其他人一样生活。叔叔的女儿，剑桥大学的学生。当我上高中的时候，我突然听说有一天这个女孩死了，她自杀了。她在母亲到达的前一天自杀了。看起来她才20出头。我不知道确切的背后。她妈妈把她的尸体带回中国了吗？还没有？我忘了。	5
我不能站在死亡的边缘。我想像其他人一样生活。我表妹在剑桥大学学习。当我在高中时，有一天我听说这个女孩死了，自杀了。在母亲到来前一天，她自杀了。这似乎是在20出头。我不知道细节。她的母亲把她的尸体带到中国吗？与否？我忘了	5
我在死亡的边缘受不了啦。我打算过和别人一样的人生。我叔叔的女儿，在剑桥大学上学。当我是中学生还是高中生的时候，有一天突然听说那个女孩死了，就自己杀了她。她在母亲赶到的前一天自相残杀。她好像才20出头啊。之后具体就不知道了。原来她妈妈把她的尸体运到中国去了。还是没有？我忘记了。	5
在我的睡眠中，有一个面朝大海的悬崖，每到深夜，我都要无数次地从悬崖上跳下来。	5
在我的梦中，有一座悬崖对着大海，每天晚上我都要无数次地从悬崖上跳下来。	5
在我的睡梦中，有一个面向大海的悬崖，每天深夜我都会从上面跳无数次。	5
在我的梦中，海上有一个悬崖，每天晚上我都会从上跳下几次。	5
我的梦中有一座面朝大海的悬崖，每天晚上都要从上面跳下来好几次。	5
我真的很想离开这里在短短的十七年里，我已经厌倦了在这个世界上不值得活下去	5
我真的想离开这里。。。在短短17年的时间里，我厌倦了这个世界不值得。	5
我真的很想离开这里。。。在短短的17年里，我一直很胖，这不值得。	5
我真的很想离开这里。十七年来，我厌倦了这个世界不值得这样做。	5
我真的很想离开这里…仅仅17年我就厌倦了不值得人类	5
如果所有人都死在一起就好了，	5
如果每个人都死在一起就好了，	5
如果每个人都死在一起，	5
除非每个人都在一起死去，	5
大家一起死就好了	5
晚饭后，我在中午做了一场噩梦。我梦见全家人都在逼我。我终于跳下大楼，醒来发现那是一场梦。但突然间，我崩溃了，哭得像条狗。我的祖母告诉我，我疯了，我的大脑生病了。我们的家人从不关心我的想法，甚至说这有多难。他们都骂我。我说的是真的，我再也坚持不下去了，真的，感觉很不舒服，这是我无数次想过这样自杀	5
晚饭时，我做了一个中午的噩梦，我梦见整个家庭都在强迫我，最后我从大楼里跳出来，醒来，意识到这是一个梦想，但突然我崩溃了，我哭得像只狗，我祖母告诉我我疯了，我得了脑病，我们的家人就是这样，我从不在乎我想得有多容易，骂我有多难，一切都在骂我，我说实话，我忍不住了，真的，我觉得很不舒服，这是我无数次想到这样自杀。	5
晚餐，中午的噩梦，我梦见全家人都在强迫我，我终于跳了起来，醒来发现这是一个梦，但突然，我崩溃了，我哭得像条狗，我奶奶告诉我我神经质，我脑子里有病，我们的家庭是这样的，从来没有，不管我怎么想，这是多么不容易，责骂我，责骂一切，我说的是真的，我无法忍受，真的，我觉得这是我无数次想到自杀	5
午餐，噩梦出现了，我梦见家人强迫我，最后跳了起来，我醒来发现梦破灭了，突然我哭了，像狗、祖母一样，我疯了，他告诉我我患有脑病，我的家人就是这样，我的想法不重要，而且说这有多困难，责备我，我说的一切都是真的，真的，我很难过，这是我第一次想自杀。	5
饭，中午做恶梦，我梦见全家人都在逼我，我才跳下来，醒来就是梦，突然崩溃，哭的跟狗一样，在我奶奶上面我是神经病，说我头上有病，我家人就这样，不管我想什嚒你说多辛苦，骂我，都骂我，我说的是真的，我受不了，真的，我很痛苦，想自杀的这下没几次了	5
那一点点的生存欲望已经被消耗殆尽，我没有你的勇气，但我很痛苦。。。我真的很想离开这个世界，这个世界太恶心了~我们去吃饭吧。我想离开这个地方，	5
那小小的生存欲望充满了疲惫，我没有你的勇气，但我很痛苦。。。。。。我很想离开这个世界，这个世界太恶心了，我想在离开的时候离开这里。	5
这种小小的生活欲望被消耗了，我没有你的勇气，但我很痛苦。。。我想离开这个世界，这个世界很恶心。。。	5
这种小小的生存欲望已经被完全抹去，我没有勇气，但我有很多痛苦。我想离开这个世界，这个世界很恶心~我想步行离开这里，吃大米，	5
那一点点求生欲被消磨了，我没有你的勇气，但是我很痛苦……我想离开这个世界，这个世界很恶心~走着饭我想离开这里	5
