comment	myLabel
我写了一封很长的遗书，如果寄出去，我真的会死。我今天真的很想死。	10
在写了一封又长又长的遗书后，如果寄出，他真的死了。今天我特别想死。	10
写一封很长的自杀信，如果寄出，她真的死了。今天我特别想死。	10
我写了一封很长的信，如果是这样的话，他真的会死。这是我想死的日子。	10
写了很长很长的遗书，如果交出来的话真的死了。我今天特别想死。	10
我写了一封遗书，我不知道什么时候会寄出，我想再次站出来支持它，但我真的坚持不下去了。我妈妈说她晚上10点回来，她不在的时候我应该勇敢一点吗？	10
我写了一张遗书，我不知道什么时候寄，我想再坚持一点，但我真的忍不住了，我妈妈说我晚上10点回来，她不在的时候我应该勇敢吗？	10
我写了一封自杀信，我不知道什么时候会寄出，我很想再收到一封，但我真的受不了，我妈妈说她晚上十点回来，她不在的时候我想更勇敢吗？	10
我写了一封我不知道什么时候会发送的信，我仍然想要其他的支持，但我真的不能支持，我母亲说她将在晚上10点回来，我想在她勇敢的时候利用她的缺席？	10
我不知道什嚒时候寄出的遗书，我还想努力，但我真的受不了。妈妈说她晚上十点回来。我在她不在的时候能不能勇敢一点。	10
我不知道该怎么办。我说过死吧，我忍受了这么多年，我想死这么多年，但我还活着。我已经很勇敢了，没有人会永远爱我。我觉得自己是疯了还是傻了。我不适合做一个人。今天下雨了，我真想跳河去死。我只需要几分钟就能摆脱疼痛。太好了。我希望我今天能成功。[太高兴了]	10
我不知道该怎么办，我说我会死，我活了这么多年，我想死这么多年，我一直很勇敢，没有人会永远爱我，我认为我是个疯子，我不适合做人类，今天下雨了，我想跳进河里直到死，我只需要几分钟就可以远离痛苦，多好啊，我希望今天能成功[非常高兴]	10
我不知道该怎么办，我说死，我渴望死这么多年，我还活着，我很勇敢，没有人会爱我，我想我疯了，我不适合做人，今天下雨了，我想跳到河里死去，我只需要几分钟就可以摆脱痛苦，我希望我今天能成功	10
我不知道怎么做，我说死与死，我活了很多年，我想死很多年，我还活着，我很勇敢，没有人会永远爱我，我想我是个疯子，我不适合人类，今天下雨了，我想从河上跳到死里，仅仅几分钟就可以摆脱痛苦，这是一件好事，我希望你今天能成功[赛义德]	10
我不知道该怎么办，我说我要死了，我熬了这么多年，我想死好几年了，我还活着，我已经很勇敢了，没有人会永远爱我，我觉得我是个疯子，我不适合做人，今天下雨，我想跳河去死只要几分钟我就能脱离痛苦，多好啊，希望我今天能成功	10
我要跳楼。	10
我去跳下大楼。	10
我要跳了。	10
我从大楼里跳下来。	10
我跳下去了。	10
我感到非常沮丧和不舒服，决定跳楼说再见。二十万一千八百零七点二九	10
他很沮丧，不舒服，决定跳下大楼说再见。201807.29	10
这很压抑，很艰难，决定跳再见。201807.29	10
抑郁，非常困难，我决定跳到会议上。201807.29	10
很沉闷，很痛苦，决定跳楼再见。201807.29	10
晚饭，刚才我在餐桌上忍不住哭了，我父母开始和我争吵。他们说他们讨厌我这样无缘无故地哭。事实上，我已经很久没有突然这样崩溃了，只是他们根本不理解我。一不小心，我又躲在房间里，拿起一把刀割破了我的手臂。出乎意料的是，我打电话给一直在安慰我的朋友。我又在打扰别人了。我只想活着，为什么这么难？	10
食物，当我无法控制生活在餐桌上哭泣时，我的父母就和我打架了。他们说他们这样恨我，他们知道如何无缘无故地哭泣。事实上，我很久没有这么突然崩溃了，但他们根本不认识我。不小心，我躲在房间里，拿起一把刀，割断了手臂，实际上我打电话给一直在安慰我的朋友。他又打扰了其他人。我只想活下去，为什么这么难？	10
在吃饭的时候，就在我哭着不能住在餐桌旁之后，我的父母和我吵架了。他们说，那样恨我，知道如何无缘无故地哭泣。事实上，我已经很久没有这么突然崩溃了，除了他们根本不认识我。不经意间，我躲在房间里，拿起一把刀割了割手臂，打电话给我的朋友，她安慰了我。再次打扰其他人。我只想活下去，为什么这么难？	10
晚餐，只是我无法控制住住餐桌上的生活和哭泣，我父亲和我在争吵。他们说：“我讨厌无缘无故哭泣。”事实上，我很久没有像这样突然崩溃，但她根本不认识我。巧合的是，我再次走进房间，拿起刀割下手臂，直到我打电话给朋友，这让我感到安慰。另一个问题。我只想活下去，为什么这么难？	10
吃饭了，刚才我住桌子哭了起来，爸妈跟我吵架了。他们说，他们讨厌我这样无缘无故就知道哭。其实我很久没有这样突然崩溃了，他们一点都不了解我。一不小心，我又躲在房间里拿刀割腕，居然给朋友打电话，她一直安慰我。你又给别人添麻烦了。我只是想活下去，怎么会这么难呐。	10
我要自杀。我希望你能向天堂祈祷我能死。我不知道是死于吸烟还是死于割腕	10
我要自杀了，我希望你能向天堂祈祷，这样我就可以死了，我不知道是吞下香烟还是割腕更好。	10
我要自杀了，我希望你向天堂祈祷，我可以死，不知道我是否可以抽烟或割手腕。	10
我想自杀，我希望我能为上帝祈祷我可能会死，我不知道吞下烟雾或切断手腕会死。	10
我要自杀了，你们希望上天能祈祷我能死，不知道不如把烟咽死或割腕而死	10
我要跳楼，说再见，然后吃晚饭。	10
我跳下大楼，告别和食物。	10
我要跳起来吃晚饭。	10
我从大楼跳到晚餐。	10
我跳下去拜拜去吃饭。	10
晚饭，如果我这次离开，不要让我活着回来。我想舒服地、快速地死去，不要折磨我。我的器官仍然可以捐献，火化后的骨灰可以撒在地上。我愿意保护地球，不会再有来生	10
食物，这一次我要走了，不要让我活着回来，我想死得更舒服，更快，不要折磨我，我的器官可以捐赠，火化后的灰烬会散落在地球上，我想保护地球，死后没有生命	10
吃饭，这一次我要走了，不要让我活着回来，我想死得更舒服一点，快一点，不要折磨我，我的器官仍然可以捐献，火化后的骨灰会散落在地上，我想保护地球，没有来世	10
一顿饭，这一次我离开了，我不想活着回来，我想舒适、更快地死去，不要折磨我，设备可以捐赠，之后地板上燃烧的灰烬，我想保护地球，没有其他生命	10
饭，这次我走了就别让我活着回来，我想死的心情好，快点，别折磨我，我的器官还能捐献，火葬后的骨灰撒在大地上，我要保护大地，愿再也没有来世	10
割我的腿比割我的手腕出血多。我想可能是因为我的腿太胖了，所以当我切开它的时候，会有很多血	10
砍掉腿比砍掉手腕更流血嘿，我想我的腿可能太胖了，所以当它被砍掉的时候，会有很多血。	10
割腿比割手腕出血更多。我想可能是因为我的腿太胖了，所以会有很多血要割	10
切腿比切掉手腕出血多啊，我认为我的腿可能脂肪过多，所以会有很多血液被切掉	10
割脚比割手腕出血多啊。我想可能是脚太肥了，剪了会流很多血	10
我今天想跳楼！	10
我想我今天会从大楼里跳出来！	10
我今天想跳！	10
我想今天就跳下大楼！	10
我想今天是跳楼！	10
我太害怕了，我现在真的很想跳下去	10
我太可怕了，我现在真的想跳下去。	10
我太可怕了，我现在真的想跳	10
我现在真的很想跳下去。	10
我好害怕啊。我现在真的很想跳下去。	10
多年后，我会后悔此刻没有跳下去吗	10
很多年后，我会后悔没有跳过这一刻吗？	10
几年后，我不会后悔没有跳过这一刻	10
几年后，你会后悔这一刻没有跳	10
几年后你会后悔这一刻没有跳下去吗。	10
我昨天没有死，但今天我喝醉了，有勇气上吊自杀	10
昨天他没有死，今天我喝醉了，我有勇气挂断电话。	10
昨天没有死，今天喝醉有勇气上吊	10
昨天他没有死，今天喝了他们的勇气上吊	10
昨天没死，今天把自己灌醉了就鼓起勇气上吊了	10
在我们离开之前，我们需要关上你的门。让我们预约在另一个世界见你，好吗	10
我们会在我离开之前关闭你，我们同意在另一个世界见面，好吗？	10
我们会在你走之前把你关起来，我们承诺在另一个世界见面，好吗？	10
你应该在离开之前出门，我们会和另一个世界约会，好吗？	10
走之前关掉关心，我们约定再见到另一个世界，好吗。	10
是的，我们一起下地狱吧	10
是的，我们一起下地狱吧。	10
是的，一起下地狱。	10
是的，让我们下地狱吧。	10
对了，我们一起下地狱吧	10
吃了一碗劳拉之后，我现在被吊绳绑住了。我希望这次它不会再坏了	10
我吃了一碗劳拉的，现在我被绑在吊绳上，我希望这一次，它不会再坏了	10
吃了一碗劳拉，现在我被一根挂着的绳子绑着，希望这次不要再断了	10
我吃了劳拉的碗，现在我系了一根悬挂的绳子，我希望这次，不要折断	10
吃了罗拉，现在的我把上吊的绳子绑起来，这次，希望不要再剪了	10
在割腕过程中，疼痛感会更清晰	10
在手腕剪裁中，疼痛的感觉可能会更清醒。	10
在被割伤的手腕上，疼痛感变得更加清醒	10
切断手腕，疼痛可以感觉更有意识	10
割腕痛更明显	10
没有家人，没有朋友，告别这个世界	10
没有家人，没有朋友，告别世界	10
没有家人，没有朋友，再见世界	10
没有家人，没有朋友，告别世界	10
没有家人和朋友，再见世界	10
上帝帮我写了遗书，他说今天要带走我	10
上帝帮助我写了遗书，并说他今天会带我去。	10
上帝帮我写了自杀信，他说他今天要带我去	10
上帝帮助我完成了这封信，他今天会把我带走。	10
上帝给我写了一份遗书。他说今天带我去。	10
今天下午准备烧炭。现在我的心情突然平静下来	10
准备今天下午烧煤。现在我突然很平静。	10
准备今天下午烧煤。现在突然平静下来	10
准备在今天下午燃烧煤炭。现在突然气氛平静了	10
我打算今天下午烧炭。现在心情突然平静下来了	10
我想死在我准备死之前	10
我想死为死做准备。	10
死亡准备死亡	10
我想为死而活。	10
快要死了	10
一想到要离开这个世界，我就特别兴奋。这种兴奋让我莫名其妙地难过。它出现的时间不长了，当我决定今晚离开时，它终于出现了。你看，实际上，抑郁症患者不属于这个世界。我不得不离开，与世界告别。[掌声]	10
当我想到离开这个世界时，我特别兴奋。这种情绪让我感到莫名其妙的悲伤，我已经很久没有出现了，当我决定今晚离开时，它终于出现了。看，事实上，抑郁症患者不属于这个世界[心][心][心]我要走了，告别这个世界[掌声]	10
我特别兴奋能离开这个世界。兴奋给我留下了一种难以形容的感觉，她已经很久没有出现了，当我今晚决定离开时，她终于出现了。你看，事实上，抑郁症患者不属于这个世界[心][心][心]我要走了，再见这个世界[掌声]	10
我对离开世界感到非常兴奋。这种兴奋让我非常难过，很久没有出现，当我决定今晚离开并最终出现时。事实上，我一直在看，抑郁症患者不属于这个[心脏][心脏]世界，我必须走，告别这个世界[掌声]	10
我很兴奋想到要离开这个世界。这种兴奋让我很难过，它已经很久没有出现了，当我决定今晚走的时候它终于出现了。看，其实抑郁症患者本来就不属于这个世界[心][心][心]我去，再见世界[鼓掌]	10
我站在阳台上，真想跳下去	10
我站在阳台上，特别想跳。	10
我站在阳台上，特别想跳	10
我站在阳台上想跳。	10
我站在阳台上准备跳楼	10
哦，对了，我有一个大玻璃球卡住了。我会试试的。如果我窒息了，我应该可以在子弹前死去	10
哦，顺便说一下，我有一个大玻璃球，它卡住了。我会努力的。如果他让我窒息，我应该在巡视前死去。	10
哦，是的，我有一个大玻璃球，卡在街上，我要试着在我死之前把房子窒息。	10
哦，是的，我有一个大玻璃球，卡在一条线上，我会尝试，窒息，然后你应该能够检查死亡	10
对了对了，我有一个大玻璃球，卡死了也可以吧，我试试看，如果窒息的话，在查房间之前应该可以死	10
谢谢你，烧炭失败了。我准备再坚持一段时间。	10
谢谢，煤炭燃烧失败了，我准备再坚持一点。	10
谢谢，木炭燃烧失败了，准备再次坚持下去。	10
谢谢你，焦炭已经失败了，准备好再次忍受了。	10
谢谢烧炭失败了。我打算再努力一点。	10
我准备好了	10
我已经准备好了。	10
我准备好了	10
我准备好了	10
我准备好了	10
