comment	myLabel
早睡的人 完美的避开每晚猝不及防的情绪上涌和辗转反侧	0
我真的很想哭一哭，但是哭有什么用呢？我也想选择离开这个世界	4
如果大人生小孩前都能问问小孩愿不愿意被生下来该有多好 我一定选择不要生我 20多年来 快乐只有一瞬间 剩下的都是大大小小无边的痛苦 我是不是上辈子犯了什么错 要被生下来承受生活的折磨 想吃掉一整瓶安眠药在属于自己的房间里烧炭平静的死去 死了我不麻烦别人 但是却又不办不到才是最痛苦的	7
等待我的好像只有死亡。我以前想用一种完美的自杀方式离开这个世界，直到最近，我好像想到了，并且它不一定是自杀，不是自杀的自杀，够完美了吧	5
我刚刚跳河了，遗书什么的我发出去了，被看鱼塘叔叔就回来了。好累，我还是死不成，可是活着的盼头是什么呢	9
离开世界比离开自己好一点	1
我不知道我是怎么了，我把自己藏起来，可是我想做我自己的时候，所有人都不接受，今天看了跳崖女孩的遗书，字字句句都如我，我真的不怕死，只是我怕家人伤心，我已经撑了，5年了，我不知道还能撑多久，等我！	2
现在的状态变得很奇怪以前虽然抑郁严重但是不会失眠想睡就能睡着但那时的心理状态很差可以从朋友来了又走了就开始失眠以前睡十几个小时都可以现在睡了四个小时就醒了，心理状态也变得很奇怪就好像感觉不到自己的心情整个人却又很累的感觉自杀的念头一直都有现在却没实施过，这样也不知道是好是坏。	4
明明很想死，却有想活着。每天都在活与死之间犹豫，但我知道，死赢了大半。唯一能救回我的是我的老公，可我不知道如何能收走他的心，太痛苦太痛苦了，孩子一周了，我要什么时候死，他们姐弟俩才会不难过呢？我撑不下去了，我想试割腕，	9
想死两天 好难过	5
你带我离开这个世界吧 这个世间不值得	4
走之前要对你取关了，我们约定另一个世界见，好吗	10
我前几天就是 想去自杀 脑袋的第一瞬间想到的就是 溺水身亡	7
还不能死 因为他们说未满18岁死了都没有墓地的 所以啊 我要好好活着 等挣够棺材本了再走	6
你去蹦极试一试，跳下去试一次，你会发现活着其实很好，不要想不愉快的事情。	0
决定去死很艰难，但活着也不好受	3
我真的觉得好笑 今天遇到点事情嘴里喊着要跳楼 明天遇到开心的事情 就想振作了好好活着了。我真觉得对于我们听到真是嘲讽。	0
千万不要，再想想，再想想。今早看到峨眉山女孩的遗书时我就想她是不是来过这里？会不会也来过这里？然后，在我们不知道的时候，在这135万评论里，与我，与我们擦肩而过，一走就是再不见……	0
有谁愿意跟我一起离开吗	6
有人要一起死的嘛	6
手脚发抖 呼吸困难 内心焦虑 我太不爱这个世界了 我只想死一死	4
想割腕自杀还是别想了 得把动脉割断 而且成功率特别低的 总知如果没有打算把手腕割下来的决心是不会死的	6
刚刚我和我妈妈吵架，她要跳楼，我把她按住。。。然后就歇斯底里的犯病了，虽然之前情绪控制不住的时候会犯病，还是第一次在家人面前，还好她只是以为我是对她不满报复她而已，掐脖子撞墙，我真的想倒下	2
跳楼死得很难看 所以还是好好活着吧	3
饭！我也好想死一死阿。25岁了，工作身心疲惫，刚离职，卡里一千三，没有男朋友没有关系很好的人。死可能是一种解脱吧！	4
我觉得你现在状态应该和我几个月前差不多，我那时候也觉得人生没啥希望了，所有的负面情绪交织在一起，遗书都写好了，可是都过来了，我也不知道你是因为家庭的原因还是什么，总之你把这段挺过去之后，会发现人生很美好的	3
唉，该怎么办呢？又难受了，可是怎么办呢？要拜托一切，死最好吗？我之前还劝别人，如果非死不可，不如就离开去没有人认识的地方。现在才觉得，这种安慰太残忍了，对不起。重新开始真的是需要很大的勇气啊，而且“心”也是不由自主的。	3
既然狠不下心那就再撑一撑吧，我曾经也想过跳楼，但是还是下来了，当时想了好久好久。	3
写了很长很长的遗书，如果发出去了就真的死掉了。就是今天我特别想死。	10
当服务员半天，不想做了。想去跳楼。	7
我可能快认输了，真的快认输了，我知道压力都是我自己给的，可我没办法，我真的没有办法，我真的害怕，害怕有一天我也坚持不住了，害怕有一天我也离开这个世界了。饭，我也累了。	3
不是不想让你走，是你自己不想走，真的想走的话，八一楼跳，谁也不能阻当你	0
感觉呼吸都很困难，想死又不敢死	3
签完器官捐献，突然觉得真的不怕了	3
有没有人可以当我的树洞啊，我好想去死	5
我是女生 喜欢女生 也每天都能想起一个不喜欢的女生 因为她是我喜欢的人 我对象 喜欢的人 她打乱了我的生活 我每天活在痛苦里 我难受 也难过 也多么想去死一死 可是 我又不敢 害怕我付出的在我死后突然就变得重要起来 抓心捞肺 苦不堪言 极度抑郁	3
准备好胶带……烧炭的时候把安眠药喝下去……空间越小越好……一起？……	7
对了，饭饭我想起来我前几天看见一个视频，那哥哥在山崖攀岩时解开绳子跳下去了，这可是我15岁左右最喜欢的死法，我觉得不错，只不过找不到尸体，现在觉得开枪最好	7
上吊 跳楼 成功率最高的自杀方式了 反正选择去做了就反悔不了[思考]	7
今天特别衰，就想说19岁没谈过恋爱又怎样，能不能活到27岁还不一定呢，所以我还是一个人过活吧。啊！我应该没什么毛病，就是时常YY自己是怎么离开这个世界的，这样应该会好受一点，让自己不那么想死[太开心]	4
谁烧炭	7
有时开心，但下一秒就想离世	4
我想去死一死。	4
我觉得生活有点无聊，所以我想去死一死	4
其实我好希望有世界末日，这样我就可以不用为我的离开找理由，名正言顺的远离这个世界	4
对，一起下地狱吧	10
我二十几岁，却比同龄人经历了很多，单亲家庭长大的孩子，从小受尽别人异样的眼光，有过想死的念头，可是想了想母亲和我女儿，下不了狠心。生活再苦，也要活下去，我不欠谁什么，余生，我要对得起生我的人和我生的人。世界少了我一个人没什么，我只是很难想象，我死了以后，母亲白发人送黑发人的感受。	3
我以前不是这样的，现在却变得越来越让人讨厌，今天发生的事情让我彻底讨厌上了自己，讨厌这个世界。真希望爸妈从小到大打我骂我让我也讨厌他们，这样我就可以没有任何牵挂离开这个世界了，可是我永远放不下他们，为了他们我也要好好活下去。	3
不是我想熬夜，我到希望24小时都睡着，这样也就不痛苦了，植发就算了，估计活不到那时候	2
没什么好说的了，就是已经很难受了，已经半年了就想好好的休息，想一直睡下去，母亲是不可能理解的了，找过的医生是个二流的没有什么用还更让我难受，已经没有动力了也几乎没多少意志了，但又怕，怕割腕那钻心的痛，怕安眠药那致命的痛苦。你看，我的组织的语言读起来怪怪的但你一定能懂我吧（求治疗）	3
可是她能让我好受一些呢	1
一千个一万个活下去的理由都抵不过自杀这一个念头 想死成了每晚睡前思考问题 怎么才能悄无声息的死去 不给任何人添麻烦 如果有一种办法让人抹去一个人的存在痕迹 那我就能大大方方的去死了 赴死就像赶赴一场约会	5
一样，割腕好疼	7
在楼顶想了很多种死去的方式	7
我希望痛苦是一种可以转移的东西 它可以是个挂件 是件衣服 是枚图腾 我会收集所有人的痛苦然后装进我的背包 然后我带着包跳进夏威夷的活火山 焚烧一切	7
我也想去死一死，没什么大不了[微笑]	4
上个手机被偷了 那个手机的备忘录里 一直存着我以防万一的遗书 它被偷那天 我很慌张 但我知道慌张无用 所以我看起来很淡定 新买的手机 我没有勇气又一次存下遗书	4
准备今天下午烧炭。现在忽然心情平静了	10
从武汉到西安再到鄂尔多斯！有没有人一起的，还可以看看大草原	0
真的太难过了 想自杀 割自己总是好受一些 我该狠心一点的 太难过了	7
我在死的边缘了 撑不下去了 我要过上跟别人一样的人生了。一个叔叔的女儿，在剑桥大学读书。我初中还是高中的时候，有一天突然听说那个女孩死了，自杀死了。她在她妈妈赶到的前一天就自杀死了。她好像才20出头吧。后面具体的我不知道了。她妈妈把她的尸体运回了中国？还是没有？我忘了。	5
想代替意外死亡的人去死	4
跳楼有人试过吗？	7
如果我离开这个世界了，我希望我的灵魂能陪在你身边，生不能在一起，那我就用这种形式留在你身边，我想看着你从早到晚每时每刻都在忙些什么，看着你陪你老婆白头偕老的样子，只要能陪在你身边就好	3
你总是想看看我手上的伤疤，我早就用护腕遮住了，你还痴心妄想劝我去做植皮手术，可是我只想告诉你，那是我死后才能给你看到的	7
把遗书写好了，死就是随时都可以发生的事了。	6
怎么总是有阻挠我离开这个世界的各种因素[打脸]	5
从小到大当父母省心的孩子当累了，能不能给我一次让他们省心的机会让我离开。前几年才知道自己有个姐姐，出生不久便夭折了，我哭了很久，终于知道父母头发为啥不到50便花白终于知道他们要孩子这么晚的原因。别人在12岁之前淘气，想着怎么开心而我想着怎么离开这个世界，有时会一个人哭没有理由，我还考	4
为什么吐不出来呢喝了酒你知道多难受吗	2
去最远的海，一个人乘船到海上，割腕跳下去	7
夏天对于我这个甲亢女孩真的很不友好 夏天和死我会选择死	3
跳楼的时候，你们起哄吧，	7
想死 在准备死	10
一起	6
一安静下来就想着去跳楼一摔就死真痛快！睡一觉醒来感受到饥饿感觉人又活过来了，先泡桶泡面吃再说…	9
从7楼跳下去会死吗	7
我想到要离开这个世界就特别兴奋。这种兴奋让我莫名的伤感，它已经太久没出现了，在我今晚决定要走的时候它终于出现了。你看吧，其实抑郁症患者本就不属于这个世界[心][心][心]我要走啦，再见世界[鼓掌]	10
我今天走路的时候就在想，跳楼的话太疼了，万一吓到人怎么办，上吊我都没办法美美的死啦，跳海尸体都浮肿了，想来想去还是烧炭比较好，可是在家里我怕连累家里，日租房房住怎么办，酒店的话万一防护没做好周边的人也不行了怎么办，我实在不懂为什么这么简单的一件事我都这么摇摆不定	6
每天喝边跑步的时候 都想直接跳下去	9
烧炭需要一个很小而且封闭的空间，应该需要大量的炭才可以吧。。	7
我对生活已经毫无盼望了 生活它对我不好 我整个世界也是失去了意义一样。你说怎样才能离开这肮脏的世界	4
饭饭今天中元节啊你会不会来梦里把我带走我又听到我母亲的话了只不过这一次我没有上前揭穿我在角落里躲了好久好久我还录了音我真的很想她死啊这个女人什么都不相信我查出来的轻微抑郁也还是说我演戏真好我要是真能演戏我还会跟她呆着饭饭真的好难过啊好想先杀了她再死一死啊	4
人山人海啊，人声喧哗啊，突然就想死掉了啊。	4
又崩溃了，已经不记得是第几个崩溃的夜晚。真的好想离开这个世界啊	5
你们知道我为什么想去四川吗 因为我希望给我一场地震 我就能离开这个世界。	7
遗书已经写好，手腕上密密麻麻全是伤口，明天都在想要不要自杀要不要继续活下去，每天明明什么也没做可就是累，人生真的很无趣，我也很无趣。所以我还是去死吧，没有什么意义。饭，想你。	9
感谢您参与人间十六年游 现在可以去死了	10
好多无能为力的事都要我去解决掉，尽管我深知自己的秉性无能，那好像就是我生存在世间被给予的唯一意义，不得停下。尽管我假装冷漠地俯视着他们，我还是感到很痛苦。有时候难过靠着“过会我就去死。想把麻烦之源都杀了然后带着过得苦的人一起去死。”这种懦弱自私的想法度过日夜。不过是原地打转罢 唉	4
饭饭 我觉得好累啊 所有人都不喜欢我 包括有血缘关系的那些人 他们认为我的存在是污点 是耻辱 朋友也不愿意和我接触觉得我怪里怪气 我说我想死可是没有人信 大家都在笑 大概觉得像我这样的人怯懦的连死都不敢吧 可是我这次真的有勇气离开	5
我也快到尽头了，玻璃割腕真的不疼，但是血哗啦一下都出来了。没想到自己会走到这一步，不过不重要。我会适应这些伤口，然后越来越深，最后不会再有人觉得我是作秀	8
所以我说，割了拍的，我当然知道，	0
饭，终于可以回家了，和同学拼车，一路上我都没说话真的好蠢，她们都聊的热火朝天我根本不可能做到，不知道是不是太久不坐车的缘故心里一直范恶心想吐，好累啊，好想睡一觉	1
饭 我真的好难过啊 我不知道还能撑多久 要不是因为爸爸妈妈 我可能早就离开这个世界了 这段日子 所有的一切都向我砸过来 我也不知道压死骆驼的最后一根稻草在哪里 我只求在它压死我之前 能出现一件让我觉得生活是有意义的事情吧	3
我像是在做噩梦一样。。。隐隐约约听见我妈叫我 。因为浑身发冷，忍不住哭了。醒过来却对差点死掉这件事情一点害怕也没有。从那之后我就在想，生活实在过不下去的话，就用这个办法自杀吧。	3
上吊很难的，我失败了	6
好想离开这个世界 从头来过	4
现在有点理解带上一家人去死的人的心态了 那多好啊 都死了 谁也不会牵挂谁一了百了	1
走啊，约死吧	6
我要去死一下，生活太令人难过了，我受不了别人的眼光，对我就是玻璃心，讨厌周围的人，讨厌父母，我连自己都讨厌，我想离开，或者去死	4
饭，前天割腕，看着一直流的血，满了床，想着快能去你去的地方了，就充满了喜悦，晕过去后醒来躺在手术室里，我就知道，这一切又要继续了，饭，躺在病床上的我好痛苦。	9
如果放在现实里看，我一定是看起来最不想死的人。多阳光多好玩啊，这种人怎么会死呢？是不是搞错啦？可是我真是恨不得一家三口一起去死，这样谁都不会因为被剩下而难过了。	4
