comment	myLabel
早睡的人 完美的避开每晚猝不及防的情绪上涌和辗转反侧	0
如果大人生小孩前都能问问小孩愿不愿意被生下来该有多好 我一定选择不要生我 20多年来 快乐只有一瞬间 剩下的都是大大小小无边的痛苦 我是不是上辈子犯了什么错 要被生下来承受生活的折磨 想吃掉一整瓶安眠药在属于自己的房间里烧炭平静的死去 死了我不麻烦别人 但是却又不办不到才是最痛苦的	7
等待我的好像只有死亡。我以前想用一种完美的自杀方式离开这个世界，直到最近，我好像想到了，并且它不一定是自杀，不是自杀的自杀，够完美了吧	5
那也要拉着你们两一起死	6
离开世界比离开自己好一点	1
烧炭还是上吊	6
我不知道我是怎么了，我把自己藏起来，可是我想做我自己的时候，所有人都不接受，今天看了跳崖女孩的遗书，字字句句都如我，我真的不怕死，只是我怕家人伤心，我已经撑了，5年了，我不知道还能撑多久，等我！	2
现在的状态变得很奇怪以前虽然抑郁严重但是不会失眠想睡就能睡着但那时的心理状态很差可以从朋友来了又走了就开始失眠以前睡十几个小时都可以现在睡了四个小时就醒了，心理状态也变得很奇怪就好像感觉不到自己的心情整个人却又很累的感觉自杀的念头一直都有现在却没实施过，这样也不知道是好是坏。	4
明明很想死，却有想活着。每天都在活与死之间犹豫，但我知道，死赢了大半。唯一能救回我的是我的老公，可我不知道如何能收走他的心，太痛苦太痛苦了，孩子一周了，我要什么时候死，他们姐弟俩才会不难过呢？我撑不下去了，我想试割腕，	9
你带我离开这个世界吧 这个世间不值得	4
走之前要对你取关了，我们约定另一个世界见，好吗	10
饭。好想她能回来。虽然现在的我一无所有，但是我已经计划好了。昨天哀求了一天未能如愿。不想再找理由和动力了，好累。看着她的绝情，或许她不会那么伤心。我很害怕去一个没有她的世界，好想见到她。饭，给我点勇气。就是死一死没什么大不了对不。煎熬和挣扎太难受。我们相见的时候我能抱抱你吗。	3
我前几天就是 想去自杀 脑袋的第一瞬间想到的就是 溺水身亡	7
还不能死 因为他们说未满18岁死了都没有墓地的 所以啊 我要好好活着 等挣够棺材本了再走	6
你去蹦极试一试，跳下去试一次，你会发现活着其实很好，不要想不愉快的事情。	0
决定去死很艰难，但活着也不好受	3
我真的觉得好笑 今天遇到点事情嘴里喊着要跳楼 明天遇到开心的事情 就想振作了好好活着了。我真觉得对于我们听到真是嘲讽。	0
千万不要，再想想，再想想。今早看到峨眉山女孩的遗书时我就想她是不是来过这里？会不会也来过这里？然后，在我们不知道的时候，在这135万评论里，与我，与我们擦肩而过，一走就是再不见……	0
兄弟，割腕死不了，还很痛的	0
有谁愿意跟我一起离开吗	6
有人要一起死的嘛	6
手脚发抖 呼吸困难 内心焦虑 我太不爱这个世界了 我只想死一死	4
有约烧炭自杀的吗？	7
昨天吞了80多颗药想自杀 快晕的时候被发现了 送去洗胃 生不如死 还不如直接死了算了	9
刚刚我和我妈妈吵架，她要跳楼，我把她按住。。。然后就歇斯底里的犯病了，虽然之前情绪控制不住的时候会犯病，还是第一次在家人面前，还好她只是以为我是对她不满报复她而已，掐脖子撞墙，我真的想倒下	2
饭！我也好想死一死阿。25岁了，工作身心疲惫，刚离职，卡里一千三，没有男朋友没有关系很好的人。死可能是一种解脱吧！	4
我觉得你现在状态应该和我几个月前差不多，我那时候也觉得人生没啥希望了，所有的负面情绪交织在一起，遗书都写好了，可是都过来了，我也不知道你是因为家庭的原因还是什么，总之你把这段挺过去之后，会发现人生很美好的	3
唉，该怎么办呢？又难受了，可是怎么办呢？要拜托一切，死最好吗？我之前还劝别人，如果非死不可，不如就离开去没有人认识的地方。现在才觉得，这种安慰太残忍了，对不起。重新开始真的是需要很大的勇气啊，而且“心”也是不由自主的。	3
到底要再经历过多少次难过，才能攒足离开人世的勇气呢？希望这一天早点到来吧	3
既然狠不下心那就再撑一撑吧，我曾经也想过跳楼，但是还是下来了，当时想了好久好久。	3
当服务员半天，不想做了。想去跳楼。	7
我可能快认输了，真的快认输了，我知道压力都是我自己给的，可我没办法，我真的没有办法，我真的害怕，害怕有一天我也坚持不住了，害怕有一天我也离开这个世界了。饭，我也累了。	3
不是不想让你走，是你自己不想走，真的想走的话，八一楼跳，谁也不能阻当你	0
感觉呼吸都很困难，想死又不敢死	3
签完器官捐献，突然觉得真的不怕了	3
即使在冰天雪地的人间是否能生存，在茫茫人海中沉沦，隐藏孤单的心，拥抱是否能够取暖，死亡并非结束，而是在另一个世界重新开始，孤单，孤独，孤寂，无法理解，心底有一个声音在牵引这我，我的理智有限，我快控制不住这个恶魔了，他在一步一步的引导我去离开这个世界，	3
我不要再活着了 他们明年离开这里 就我自己一个了 我没有生存能力 我只有自己乖乖离开这个世界。	4
