有时候，我也想知道为什么这个世界是废助这种状况，总是让人过得如此痛苦。	2
走饭，我也一样，为什么都不能给我一个理由，让我好好活下去？	2
觉得自己已经快要崩溃了，天天泡在毫无生气的房间里，每天都能感受到心如刀绞的痛苦。	2
工作压力好大，有时候想想，这样的日子有没有意义。	2
感觉世界就像是一盘散沙，即使抱在手中，也会从指间流失。	2
有种深深的无力感，觉得自己做不了任何事情改变目前的情况。	2
感觉生活无可承受之重，但却不能选择离开，我该怎么办？	2
想找个人陪我走，但又觉得这世间没人会理解我的痛苦。	2
感觉自己好累，每天都在勉强挤出笑容面对日常生活。	2
感觉自己已经快要到达绝望的边缘，为什么世界总是让我这样痛苦？	2
感觉家庭的压力好大，我真的不能再继续承受。	2
整个世界好像都在对我恶意放电，我该如何去面对？	2
曾经的快乐现在只是一段遗忘的梦，我该如何振作起来？	2
感觉每天醒来都像是生活在梦中，不知道何时能醒过来。	2
身边的人都在对我指指点点，我真的觉得很痛苦，不知道我究竟能不能挺过去。	2
饭饭，我也不知道我能否挺过这一切，这种生存痛苦真的让人无法忍受。	2
感觉整个世界都在嘲笑我，我好想有个人帮我顶住这一切。	2
每一天的日昼夜夜都让我沉溺在绝望的深孔，我已经快要看不见希望了。	2
我没办法抗拒这样的生活，我只是想有个安静的角落。	2
我真的好想逃避一切，离开一切，我该怎么办？	2
饭饭，我的生活真的快崩溃了，工作日加班到深夜，还要整理家务，还要照顾病重的父母，太过疲惫，我感觉自己快撑不住了。	2
今年全年感觉到的就只有伤痛和疲惫，承受的压力和苦科愈来愈大，我好累，真的好累。	2
饭饭，寂寞与孤独淹没我每一个夜晚，我天天熬夜，精神已经很差，能睡的清晨已经醒，餐也难下咽，人生无望。	2
我真的憋不住了，压力大到喘不过气，根本无法静下心来，我真的太累了。	2
饭饭，望着这个充满嘈杂声音的世界，我真的很想逃离。	2
每天的生活就是吃饭睡觉上班，没有任何乐趣，每天都在痛苦中度过，生活真的没有意义了。	2
我已经感到生活的艰难了，一切的艰辛都在心中积压，日复一日的疲惫积累，大概再过不久我会病倒吧。	2
我觉得活着没有任何意义，太累了，真想结束这一切。	2
我疲倦的每一天，身心疲惫到不能再承受，生活的压力真的困扰我，连笑都显得那么辛苦。	2
我每一个清晨醒来的时候心理都一阵悲伤，觉得自己真的好累，好想换一个生活环境。	2
生活的压力压的我喘不过气，我真的好累，好想抛开所有的压力，想要在不用考虑太多的地方安静的生活。	2
工作的压力，家庭的压力，社会的压力，都让我快要喘不过气，活的很累，真的很想逃离。	2
我总是疲于奔命，日复一日的循环，我已经感到筋疲力尽，我累了，真的累了。	2
我真的好有压力，自己又怎么可能拥有自己要的生活，有时候真的想放弃。	2
各种生活压力让我从早到晚忙个不停，感觉自己像个不停皮的陀螺，真的太累了，我要疯了。	2
身心疲惫，无人问津。无助无依，多少次死的心都有了。只是无法决定怎么死。	2
我已经跟社会断了联系，每天只是无目的的活着，想着生活到底有何意义。	2
原来落叶是想回归土地，人没有精神支柱终归只是一个行走的残骸，我并不想结束，只是不知道怎么开始。	2
叹气已成日常，熟悉周围的一切但却觉得孤独无助，谁会轻易谈及死亡，但又有几个不曾想过彻底的解脱呢？	2
我开始回忆过去和担忧未来，怎么着都感觉过去的日子好辛苦，而前方的路又全部是荆棘，恨不得让我死去解脱。	2
每日如年，我已憔悴不堪，心如死灰，望着满天星，只想一了百了这人生痛苦。	2
像冷水潭一样的世界，我已无力挣扎，快要淹没。其实不是我在选择死，而是生活在放弃我。	2
我真的好辛苦，倘若有一天我不再出现，请你们告诉世界我只是不想它再折磨我。	2
何以为生，何以为死，何来何去，真佩服走饭的勇气，向死而生，比活在糊涂中又要来得勇敢何其多。	2
感觉每天都在服刑，哭也哭不出来，笑也笑不出来，活着真的好累。	2
凌晨三点，还在自己的心海里沉沦，别人怎么会不解我心里的苦，我只是又一次又一次的苦笑于人生的奢华。	2
我已经勉强自己好久了，也是想找个安静的地方休息一下，只是还没有走饭的勇气而已。	2
我很累，这个时刻我会去想，如果我消失了，这个世界会不会变得更好？	2
我真的好累，好想找个地方躺下然后再也不起来了，不知道这算不算一种生存的痛苦。	2
微笑着看你们大打出手，心里却充满了绝望。生活的乐趣早已磨灭殆尽，我真的很累了。	2
生活的压力让我无法呼吸，犹如被淹没在深海。每天都是新的痛苦，我已经累了。	2
不敢死，也没勇气活下去。这不是生活，这是煎熬。	2
我失去的太多了，剩下的只有刺痛我心灵的疼痛和身体的无力。	2
我也想象过自己会如何结束，但是我怕，怕痛，怕未知，怕离开这片熟悉的土地。	2
这世界好大，我好小，感觉自己就像是一只无家可归的小船，随便飘荡！	2
我觉得自己就像瓶中的小石子，被随意摇晃，不受控制，被世界甩来甩去，痛苦如同一团五味杂陈的灵魂，身边的人在笑，但我看不见、听不见。	2
顶着千篇一律的生活，我确实已经失去了对生活的向往。周围的人都为我担忧，我却只想把一切痛苦都深深吞下，只能寂寞到底。	2
@走饭 我也很后悔，有那么多选择，我却选择了自我封闭，你知道吗？每天对着那面无比熟悉的墙，你就如同墙里的知音，深感痛苦。	2
即使我愿意继续前行，可是这困扰我多年的痛苦总是挥之不去。我走不过去，不知道前方的景色，道路上的石头一次次的打击着我，眼中只有黑暗。	2
我感到了绝望，我感到了绝望，我感到了绝望，是的，我是在重复，每天我都在重复，为何这痛如刀割的上天下地间就是找不到属于我享受的喜悦。	2
我好想自己能像飞蛾扑火一样，燃烧自己，换来一个不一样的自己。可惜，我没有全然的勇气。我像是沉沦在黑暗中的泪痕，浴火重生却是如此遥远。	2
每一个人都有生存的权利，但我想拒绝。我内心憋满的痛苦很少有人明白，仿佛疾风中的旗帜，摇摆不定，但承受的压力绝非常人可以承受。	2
我一个人在家，唯一的伙伴也已经离世，我看着它的尸体。感到身心交疲，痛苦和失去朝气，我就像一颗躯壳，呆滞，空洞。	2
在我眼中，这个世界只有纠缠不休的痛苦，我抬起头，看着无尽的黑暗，我被囚禁在这痛苦无边的世界，无处可逃，无处可飞。	2
可是我依然坚持下去，尽管我心里一直沉浸在那份痛苦里。朋友的欢笑，亲人的关爱，我都早已视若无睹，我知道，我失去了对生活的赞赏。	2
接二连三的打击让我陷入绝望，每一次当我想站起来，内心的痛苦总会像一把锋利的刀那样刺痛我，希望只是个遥不可及的奢望。	2
一切都好像是骗局，原来世界的真面目就是痛苦，大多数人都只能沉默承受，我被整个世界拒绝，被希望拒绝，我没有地方可以逃避我的痛苦。	2
我看着镜子，自动的想笑多么难，原来，我已经把痛苦的生活看的如此淡然，我都已忘记原来我也曾是一个充满兴奋，对未来满怀期盼的少年，可惜，一切已无法挽回。	2
痛苦就像黑夜无尽的追逐，我流连在世界各个角落，寻找那一份属于我自己的温暖，却怎么也找不到，只有黑暗与寂寞慢慢地在我生活的画面中展开。	2
我现在的生活就像一个没完没了的噩梦，每一次醒来，那份冷酷的现实总是让我备受煎熬，我开始绝望的看待世界，我累了，我真的累了。	2
看见走饭这情况我好忧虑，我和他有些像，也时常觉得活得累且痛苦，唉！有时候确实想过要离开这个世界。	2
现在的我经常痛苦并寂寞，我真的想逃避，虽然还没想过自杀，但是这样活下去感觉真的好累。	2
以前总觉得生活如遭雷击，不敢去面对。走饭没能挺住，我也挺担心我有时候会走他的路吧。	2
再这样下去我可能也支撑不住了，好苦，透不过气，想离开这个疯狂的世界。	2
我觉得生活就像是一场折磨，时常想逃避，想找个不会再痛苦的地方去。	2
我做事总是失败，失去了活下去的信念和动力，心态开始恶化，走饭没能走出阴霾，我会不会也这样。	2
心里实在太痛苦，没有人懂得我，我感觉真的好想离开这一切。	2
每日忍受着心灵的痛苦，是什么还在支撑我，我真害怕我会和走饭一样。	2
我也时常觉得生活太痛苦，几乎没法忍受，我也害怕有一天我会选择离开。	2
这个社会好挤，好累，有时候真的好想从此消失，像走饭一样。	2
哀悼走饭，我也常想过现实生活，假装一切没事，其实真的好累。	2
看见走饭就想到我自己，也许早晚有一天我也会走到这一步。	2
面对压力，我感觉我已经离崩溃不远了。真的好想退出现实生活。	2
真的好累，感觉好烦，每天都在痛苦中过，可能我也会...	2
唉，有时候真的好累，好想放弃一切，我也成为了像走饭这样的塌下的一片天。	2
我也常常对未来感到迷茫和痛苦，好像生无可恋，我需要一种解脱。	2
感觉生命中已经没了什么让我开心的事，好像自己走到了尽头，像走饭一样。	2
如同穿刺心脏般的疼痛，我是怎么走到这一步的，真的好想离开这个世界。	2
我尝试过求助，可是没人能理解我，有时候不禁想逃离这一切。	2
很羡慕走饭，他找到了自己的出路，我也想找个出路逃避现实，逃避这一切痛苦。	2
觉得自己活着好累，老师的压力，爸妈的期望，好像整个世界都压在我身上了，我想逃避	2
每一天都在度过煎熬，想过离开人世，但是想到父母，又觉得不能这么自私	2
辛辛苦苦工作两年，还是被公司裁了，感觉生活没有希望，真的好想找个地方痛痛快快地哭一场	2
感觉自己快撑不住了，人生如此苦短，为什么要经历这么多艰难，有时幻想一个人安静的地方	2
最近压力真的好大，感觉每一天都在苦苦挣扎，好想离开这一切	2
工作上受了委屈，感觉自己快崩溃了。天天有自杀的念头，但还是忍下来了。一身的疲惫，真不知道明天还要怎么面对	2
从小到大，总是活在别人的期望之中，我真的好累。感觉走着走着就走不动了，剩下的日子怎么过	2
好多事情好难，感觉自己承受不住，想找个安静的地方消失。算了，我还有家人需要我	2
为什么活得这么累，每天都快窒息了，我真的好想逃跑。可是我还有顾忌，我不能退缩	2
我对自己的未来充满了困惑，总感觉自己不值一提，感觉自己即将迷失方向。不过我不能放弃，不能让我的亲人伤心	2
有时候，我在想，人活在世上是为了什么。工作、生活的压力让我觉得每一天都是在苦苦挣扎。我真的很累，很想休息一下	2
人生真的好难，面对着这让人窒息的社会，我真的想逃离。但我不能，我还有家人需要我	2
常常觉得自己活得好累，好像所有的压力都密集在我身上，我快撑不住了。可是我不能这么自私，我还有家人在等我	2
感觉自己每一天都在过着煎熬的生活，工作压力让我快承受不住了。我真的好想离开这痛苦的生活，但我知道我不能	2
突然觉得生活好无味，明明很困，却怎么也睡不着。有时候真的很想离开这个世界，但一想到家人，又变得矛盾。我真的好累，好希望有人能理解我。	2
我害怕一切，病魔折磨，家人的期待，人生的重压。我多想逃脱，重新开始。	2
我们家个个都是顶级人才，我是怎么就成了家族的败类呢，我每天活在那样的压力下，真想逃遁。	2
看着你说这些真的挺心疼的，我也在那种深渊，我想我真的很难再走出来了。	2
在我还能明白，你们会对我生气，会对我失望，之前，我就跑远远了。	2
